geo,geo.name,1990,1995,2000,2002,2003,2004,2005,2006
IND035,Andaman & Nicobar,2086,993013,2566,290951,2691,353745,,,,2940,304545,,,,,,,,,,,,,
IND028,Andhra Pradesh,1047,663093,1228,327841,1582,088318,,,,2113,032148,,,,,,,,,,,,,
IND012,Arunachal Pradesh,1194,413401,1573,336244,1595,092418,,,,1909,900923,,,,,,,,,,,,,
IND018,Assam,944,4204284,993,9847838,1048,888143,,,,1310,775284,,,,,,,,,,,,,
IND010,Bihar,586,1022552,461,7411493,653,9459771,,,,645,5934084,,,,,,,,,,,,,
IND004,Chandigarh,2661,18921,3678,992744,4619,564818,,,,6570,569194,,,,,,,,,,,,,
IND022,Chhattisgarh,1247,40303,1264,006843,1712,109709,,,,1881,20291,,,,,,,,,,,,,
IND007,Delhi,2961,262011,3252,179317,4506,090484,,,,5965,744958,,,,,,,,,,,,,
IND030,Goa,2669,16685,3318,12719,4837,498262,,,,5484,470155,,,,,,,,,,,,,
IND024,Gujarat,1531,70368,2063,254296,2352,219971,,,,3306,507849,,,,,,,,,,,,,
IND006,Haryana,1916,119176,2006,956475,2482,429394,,,,3313,036348,,,,,,,,,,,,,
IND002,Himachal Pradesh,1309,244248,1515,84522,1973,184807,,,,2598,366739,,,,,,,,,,,,,
IND001,Jammu & Kashmir,810,2916125,1186,054574,1342,121481,,,,1582,521086,,,,,,,,,,,,,
IND020,Jharkhand,1288,838232,1125,211457,1267,500049,,,,1564,04392,,,,,,,,,,,,,
IND029,Karnataka,1135,495339,1435,013284,2064,941641,,,,2714,521622,,,,,,,,,,,,,
IND032,Kerala,1175,837635,1491,930594,1863,653579,,,,2667,296355,,,,,,,,,,,,,
IND031,Lakshadweep,,,,,,,,,,,,,,,,,,,,
IND023,Madhya Pradesh,1068,995327,1170,724294,1277,118024,,,,1492,740517,,,,,,,,,,,,,
IND027,Maharashtra,1711,974563,2263,316737,2530,38594,,,,3505,686214,,,,,,,,,,,,,
IND014,Manipur,896,3445303,989,6489801,1222,750143,,,,1523,486419,,,,,,,,,,,,,
IND017,Meghalaya,1222,248062,1316,319658,1641,054367,,,,2115,785251,,,,,,,,,,,,,
IND015,Mizoram,1308,082452,1473,968519,1723,707808,,,,2157,423182,,,,,,,,,,,,,
IND013,Nagaland,1444,283326,1506,438835,1911,698807,,,,2435,034925,,,,,,,,,,,,,
IND021,Orissa,762,9637438,916,5655076,1009,576966,,,,1380,288041,,,,,,,,,,,,,
IND034,Pondicherry,1910,866482,1863,060469,3887,892267,,,,5866,492064,,,,,,,,,,,,,
IND003,Punjab,1966,98502,2231,861726,2642,941604,,,,3281,205291,,,,,,,,,,,,,
IND008,Rajasthan,1142,636451,1243,374259,1438,290226,,,,1830,354813,,,,,,,,,,,,,
IND011,Sikkim,1451,297021,1490,940652,1753,158619,,,,2402,433512,,,,,,,,,,,,,
IND033,Tamil Nadu,1350,682382,1729,138899,2281,190283,,,,2776,858481,,,,,,,,,,,,,
